priority_rank,transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered,amount_log,recovery_probability,expected_recovery,revenue_at_risk,priority_score
2328,txn_009037,cust_01617,811.85,netbanking,failed,insufficient_funds,13,9,4,0.6923,3,0.16,0,121160.37,0,6.700546590680233,0.2121990052354235,172.2737624003786,811.85,172.2737624003786
2329,txn_004077,cust_01221,674.33,netbanking,failed,technical_error,23,14,9,0.6087,3,0.31,0,83402.62,1,6.515201460294182,0.2542541907165014,171.4512284258584,674.33,171.4512284258584
2330,txn_005032,cust_01734,251.6,upi,abandoned,none,18,13,5,0.7222,0,2.02,1,134657.67,1,5.531807209916391,0.6813891629074917,171.43751338752492,251.6,171.43751338752492
2331,txn_001363,cust_01687,416.28,netbanking,failed,bank_decline,24,17,7,0.7083,0,4.57,0,132938.41,0,6.033757459298234,0.4113393143177487,171.23232976419243,416.28,171.23232976419243
2332,txn_003831,cust_01486,236.28,netbanking,abandoned,none,8,6,2,0.75,0,0.88,1,115943.11,1,5.469240878389622,0.7245844676225407,171.2048180098539,236.28,171.2048180098539
2333,txn_004712,cust_01309,272.47,netbanking,abandoned,none,8,5,3,0.625,0,3.68,1,4365.18,1,5.61119192663184,0.6262820402122413,170.6430674966294,272.47,170.6430674966294
2334,txn_005634,cust_01037,492.88,netbanking,failed,authentication_failed,25,22,3,0.88,0,12.28,0,36092.67,0,6.202292572699543,0.34603685442060755,170.55464480682906,492.88,170.55464480682906
2335,txn_003371,cust_00166,373.82,wallet,failed,technical_error,17,13,4,0.7647,0,12.61,0,25075.71,1,5.926445910733533,0.45324210882912364,169.43096512250298,373.82,169.43096512250298
2336,txn_009190,cust_00482,1312.56,wallet,failed,insufficient_funds,4,3,1,0.75,3,6.55,0,44711.8,0,7.180496287564618,0.1288560747182566,169.1313294321949,1312.56,169.1313294321949
2337,txn_005467,cust_01950,2695.25,netbanking,failed,bank_decline,15,9,6,0.6,3,4.86,0,1327.35,0,7.899617197703366,0.06259242761961023,168.70224054175446,2695.25,168.70224054175446
2338,txn_006799,cust_00859,1123.78,upi,failed,bank_decline,11,9,2,0.8182,2,6.13,0,107059.56,0,7.025342739959484,0.14995037739607753,168.511235110164,1123.78,168.511235110164
2339,txn_004853,cust_01400,293.02,netbanking,failed,bank_decline,28,27,1,0.9643,1,0.29,0,123902.3,0,5.68364779223582,0.5750310208203312,168.49558972077344,293.02,168.49558972077344
2340,txn_003244,cust_00696,199.26,upi,abandoned,none,33,32,1,0.9697,0,1.14,1,58287.89,1,5.299616522279656,0.8444457510451633,168.26426035325923,199.26,168.26426035325923
2341,txn_005741,cust_02275,290.2,upi,abandoned,none,37,23,14,0.6216,0,4.6,1,73060.85,0,5.674010316322531,0.5795623682118458,168.18899925507765,290.2,168.18899925507765
2342,txn_009718,cust_00922,633.6,upi,failed,insufficient_funds,33,25,8,0.7576,2,5.56,0,69127.37,1,6.452994879149095,0.2649447863451159,167.86901662826546,633.6,167.86901662826546
2343,txn_008570,cust_00769,577.25,upi,failed,network_error,9,8,1,0.8889,3,6.63,0,6707.18,0,6.360006301111548,0.29053820837934435,167.71318078697652,577.25,167.71318078697652
2344,txn_008130,cust_02379,1493.1,card,failed,bank_decline,11,11,0,1.0,3,7.81,0,5257.12,0,7.309279297857039,0.11220510313170096,167.5334394859427,1493.1,167.5334394859427
2345,txn_000522,cust_02170,1901.7,wallet,failed,bank_decline,39,33,6,0.8462,3,5.85,0,107878.1,0,7.551029209046355,0.08794351874306382,167.24218959368446,1901.7,167.24218959368446
2346,txn_008082,cust_02168,1137.25,upi,failed,bank_decline,18,14,4,0.7778,1,11.35,0,32516.05,0,7.0372472742148915,0.14683537075974037,166.98852539651475,1137.25,166.98852539651475
2347,txn_007353,cust_00048,1223.09,upi,failed,network_error,38,34,4,0.8947,3,10.82,0,64836.64,0,7.109952989780881,0.13648442834207392,166.9327394609072,1223.09,166.9327394609072
2348,txn_003877,cust_02187,2489.92,upi,failed,technical_error,31,27,4,0.871,3,12.31,0,130228.06,0,7.820407399130245,0.06700893250110117,166.8468812131418,2489.92,166.8468812131418
2349,txn_000900,cust_01991,799.91,upi,failed,bank_decline,38,35,3,0.9211,1,10.24,0,86025.09,1,6.68574858120499,0.20818836605939073,166.53195589456723,799.91,166.53195589456723
2350,txn_003906,cust_00007,243.82,card,abandoned,none,33,30,3,0.9091,0,5.25,1,90700.79,0,5.500523246647367,0.6811985784884702,166.0898374070588,243.82,166.0898374070588
2351,txn_008845,cust_01159,351.35,upi,failed,authentication_failed,22,20,2,0.9091,2,1.49,0,39341.69,0,5.8646249997730315,0.47241743021037286,165.98386410441452,351.35,165.98386410441452
2352,txn_005627,cust_00244,822.75,wallet,failed,bank_decline,33,20,13,0.6061,0,11.09,0,64584.37,0,6.713867085816717,0.2017239715092212,165.96839755921175,822.75,165.96839755921175
2353,txn_008517,cust_01558,942.11,upi,failed,authentication_failed,12,9,3,0.75,3,3.33,0,5631.23,0,6.84918292482307,0.17592683744489707,165.74243282521198,942.11,165.74243282521198
2354,txn_009957,cust_00807,2238.96,upi,failed,bank_decline,13,11,2,0.8462,2,10.33,0,132982.77,0,7.714213287546788,0.07394579393594317,165.56167479081932,2238.96,165.56167479081932
2355,txn_005289,cust_00035,2689.19,upi,failed,bank_decline,25,13,12,0.52,3,3.78,0,41222.23,0,7.897367102071825,0.06155862039114422,165.54282636966113,2689.19,165.54282636966113
2356,txn_006056,cust_00727,2164.25,upi,failed,bank_decline,22,17,5,0.7727,2,8.9,0,142202.57,0,7.680291107211154,0.07621698745367,164.9526150966053,2164.25,164.9526150966053
2357,txn_009952,cust_02242,1630.22,netbanking,failed,insufficient_funds,5,4,1,0.8,3,8.0,0,40200.71,0,7.397083480097293,0.10115444317634782,164.90399635494575,1630.22,164.90399635494575
2358,txn_009398,cust_00459,1527.14,upi,failed,authentication_failed,25,24,1,0.96,3,8.66,0,58525.73,0,7.331806588565981,0.10781775062463321,164.65279968890238,1527.14,164.65279968890238
2359,txn_004939,cust_01166,537.79,wallet,failed,insufficient_funds,5,4,1,0.8,1,8.44,0,141833.03,0,6.289325884601539,0.30602739067476176,164.5784704309801,537.79,164.5784704309801
2360,txn_009856,cust_00721,742.7,card,failed,insufficient_funds,25,16,9,0.64,2,4.18,0,96880.5,0,6.611637727709255,0.22121451212615612,164.29601815609615,742.7,164.29601815609615
2361,txn_005523,cust_00860,410.09,wallet,failed,authentication_failed,12,8,4,0.6667,1,2.8,0,119260.76,0,6.018812168626219,0.3996423032230232,163.88931212872956,410.09,163.88931212872956
2362,txn_008461,cust_00625,693.96,netbanking,failed,network_error,28,27,1,0.9643,2,11.01,0,126928.12,0,6.543854289951665,0.23567434259094877,163.54856678441482,693.96,163.54856678441482
2363,txn_000159,cust_00964,1065.89,wallet,failed,authentication_failed,16,13,3,0.8125,2,9.99,0,5704.01,0,6.972503153203822,0.1533880245482398,163.49476148572333,1065.89,163.49476148572333
2364,txn_005273,cust_00942,1841.12,wallet,failed,authentication_failed,26,17,9,0.6538,3,5.37,0,75511.61,0,7.518672361273111,0.08869370452189872,163.29575326935816,1841.12,163.29575326935816
2365,txn_000929,cust_01061,496.82,netbanking,failed,network_error,10,8,2,0.8,2,7.77,0,25516.04,1,6.210238565904249,0.32797701842695426,162.9455422948794,496.82,162.9455422948794
2366,txn_002814,cust_00236,721.27,netbanking,failed,technical_error,7,6,1,0.8571,1,13.1,0,116984.64,0,6.582399030205594,0.22568117259687243,162.77705935894616,721.27,162.77705935894616
2367,txn_008251,cust_00771,531.7,upi,failed,network_error,9,7,2,0.7778,1,11.31,0,114067.33,1,6.277958413922954,0.3055697922512024,162.47145853996432,531.7,162.47145853996432
2368,txn_003770,cust_01521,347.0,upi,failed,authentication_failed,27,13,14,0.4815,1,0.29,0,4562.63,1,5.8522024797744745,0.4671573135447886,162.10358780004165,347.0,162.10358780004165
2369,txn_002304,cust_01988,1887.51,wallet,failed,bank_decline,12,9,3,0.75,1,13.78,0,76080.12,0,7.543543437346329,0.08575228776103032,161.85830067182235,1887.51,161.85830067182235
2370,txn_008356,cust_00964,811.45,netbanking,failed,network_error,16,13,3,0.8125,3,7.73,0,5704.01,0,6.700054373848785,0.19925755613195686,161.6875439232764,811.45,161.6875439232764
2371,txn_006817,cust_02375,344.05,netbanking,failed,insufficient_funds,25,25,0,1.0,2,3.92,0,47096.23,1,5.843689334066611,0.4693444829208672,161.47796934892438,344.05,161.47796934892438
2372,txn_009228,cust_01647,619.06,upi,failed,authentication_failed,5,3,2,0.6,2,1.67,0,53221.69,0,6.429816247550366,0.26046353885255763,161.2425583620643,619.06,161.2425583620643
2373,txn_002733,cust_00794,239.03,card,abandoned,none,3,3,0,1.0,0,6.98,1,95714.95,0,5.480763915530142,0.6745529801303806,161.23839884056486,239.03,161.23839884056486
2374,txn_007387,cust_00501,1358.75,netbanking,failed,authentication_failed,31,29,2,0.9355,2,12.3,0,16891.34,0,7.21505613830307,0.11853774549154866,161.06316168664173,1358.75,161.06316168664173
2375,txn_002077,cust_01697,228.97,wallet,abandoned,none,4,3,1,0.75,0,2.4,1,126278.78,1,5.43794886563323,0.702207810748041,160.78452242697892,228.97,160.78452242697892
2376,txn_004557,cust_01150,1894.3,wallet,failed,authentication_failed,24,21,3,0.875,3,9.43,0,47625.38,0,7.547132416332254,0.08485140213791495,160.73401106985227,1894.3,160.73401106985227
2377,txn_006068,cust_01165,2152.5,upi,failed,bank_decline,4,3,1,0.75,2,9.74,0,79067.72,0,7.674849704494165,0.07435934915664491,160.05849905967818,2152.5,160.05849905967818
2378,txn_008428,cust_02222,1509.2,upi,failed,authentication_failed,38,24,14,0.6316,1,13.16,0,38791.28,0,7.319997371369325,0.1060075925056654,159.98665860955023,1509.2,159.98665860955023
2379,txn_005543,cust_00837,778.18,netbanking,failed,bank_decline,5,4,1,0.8,1,8.94,0,36163.31,0,6.658242084647783,0.20510185439421455,159.60616105248988,778.18,159.60616105248988
2380,txn_004259,cust_02344,1201.0,netbanking,failed,network_error,27,25,2,0.9259,3,11.87,0,19064.39,0,7.091742115095153,0.13220713035131948,158.78076355193468,1201.0,158.78076355193468
2381,txn_008970,cust_00960,342.63,upi,abandoned,none,4,2,2,0.5,0,4.78,1,87944.97,1,5.839565497125275,0.4621332982014017,158.34073196274628,342.63,158.34073196274628
2382,txn_006936,cust_00661,1156.27,card,failed,technical_error,30,23,7,0.7667,2,10.51,0,138253.2,0,7.053819062112441,0.1364969012571236,157.8272720165743,1156.27,157.8272720165743
2383,txn_002754,cust_02017,558.31,upi,failed,bank_decline,13,10,3,0.7692,1,6.55,0,44832.48,0,6.326703881159928,0.2826257434166074,157.79277880692607,558.31,157.79277880692607
2384,txn_008715,cust_01300,532.62,upi,failed,bank_decline,19,15,4,0.7895,0,10.6,0,62980.34,0,6.279683975158379,0.29488161603744895,157.05984633386606,532.62,157.05984633386606
2385,txn_004327,cust_00266,1185.06,card,failed,technical_error,20,15,5,0.75,2,10.83,0,113267.79,0,7.078392168497253,0.13250545745557038,157.02691741229822,1185.06,157.02691741229822
2386,txn_004927,cust_01271,252.1,netbanking,abandoned,none,30,29,1,0.9667,0,6.82,1,141503.26,0,5.533784667551078,0.6219050346441711,156.78225923379554,252.1,156.78225923379554
2387,txn_007151,cust_00606,425.54,card,failed,authentication_failed,7,6,1,0.8571,1,7.08,0,47569.7,0,6.055706149169446,0.3678408776888885,156.53100709172963,425.54,156.53100709172963
2388,txn_008483,cust_01580,317.93,card,failed,authentication_failed,29,23,6,0.7931,0,6.04,0,132630.15,0,5.764971642968623,0.4913871994677008,156.22673232676613,317.93,156.22673232676613
2389,txn_003923,cust_00854,1003.2,netbanking,failed,network_error,29,19,10,0.6552,3,6.79,0,26725.8,1,6.911946483600605,0.15528767691254788,155.78459747866805,1003.2,155.78459747866805
2390,txn_008157,cust_00907,756.16,card,failed,authentication_failed,9,7,2,0.7778,3,0.45,0,114339.08,0,6.629574591738018,0.20576682211753328,155.59264021239395,756.16,155.59264021239395
2391,txn_004911,cust_02093,749.39,upi,failed,bank_decline,33,24,9,0.7273,0,13.09,0,22225.81,1,6.620593071377207,0.20758805510789438,155.56441261730498,749.39,155.56441261730498
2392,txn_004987,cust_00178,770.28,upi,failed,bank_decline,27,20,7,0.7407,1,6.88,0,146101.72,0,6.648051472356125,0.20184713005678864,155.47880734014316,770.28,155.47880734014316
2393,txn_009399,cust_00266,1040.76,upi,failed,insufficient_funds,20,15,5,0.75,2,8.63,0,113267.79,1,6.948666869488552,0.14915292600848717,155.2323992725931,1040.76,155.2323992725931
2394,txn_000016,cust_01290,201.54,upi,failed,network_error,22,21,1,0.9545,1,1.41,0,144891.8,1,5.310937397904139,0.7687643464061562,154.9367663746967,201.54,154.9367663746967
2395,txn_006079,cust_00253,254.27,netbanking,failed,bank_decline,16,15,1,0.9375,0,5.09,0,41485.55,0,5.542321808529576,0.6077263444567106,154.52657760500782,254.27,154.52657760500782
2396,txn_003740,cust_01920,7762.59,upi,failed,bank_decline,40,24,16,0.6,3,11.88,0,15191.08,0,8.957200135063504,0.019825315584075007,153.8957964997848,7762.59,153.8957964997848
2397,txn_007088,cust_01049,637.69,card,failed,bank_decline,30,26,4,0.8667,2,3.32,0,112412.49,0,6.459419203642094,0.24125397880952737,153.84524974704752,637.69,153.84524974704752
2398,txn_008550,cust_02424,1529.07,upi,failed,insufficient_funds,14,12,2,0.8571,2,13.75,0,51945.02,1,7.333068764973894,0.10056503444762872,153.77097722283565,1529.07,153.77097722283565
2399,txn_002878,cust_00929,1887.4,upi,failed,bank_decline,17,16,1,0.9412,3,7.45,0,109398.7,0,7.543485188672132,0.08135906132326588,153.55709234153204,1887.4,153.55709234153204
2400,txn_000003,cust_01704,700.25,netbanking,failed,insufficient_funds,34,30,4,0.8824,2,7.45,0,120267.1,0,6.552864456836906,0.21909949194866674,153.42441923705388,700.25,153.42441923705388
2401,txn_004897,cust_01972,558.86,wallet,failed,insufficient_funds,12,8,4,0.6667,2,3.56,0,109843.7,0,6.327686752473985,0.27445733945450146,153.3832287275427,558.86,153.3832287275427
2402,txn_006848,cust_02094,1010.84,upi,failed,authentication_failed,12,9,3,0.75,1,12.63,0,33897.41,0,6.919525734581052,0.1514308292365706,153.07233942549504,1010.84,153.07233942549504
2403,txn_003057,cust_00234,478.41,card,failed,authentication_failed,16,14,2,0.875,3,0.39,0,22988.13,0,6.1725561811903225,0.3182059481705234,152.2329076642601,478.41,152.2329076642601
2404,txn_002391,cust_02220,845.94,card,failed,technical_error,21,18,3,0.8571,3,7.13,0,61917.92,0,6.741629853890251,0.1799438944913702,152.2217381060297,845.94,152.2217381060297
2405,txn_002724,cust_01143,546.33,wallet,failed,authentication_failed,19,15,4,0.7895,0,13.43,0,57718.6,0,6.305051911191736,0.27829775810438195,152.042414185167,546.33,152.042414185167
2406,txn_006809,cust_02152,5043.32,wallet,failed,technical_error,3,1,2,0.3333,3,8.16,0,147107.88,0,8.526018136785396,0.03012046029313736,151.9071198055855,5043.32,151.9071198055855
2407,txn_005843,cust_02356,1321.75,wallet,failed,technical_error,5,3,2,0.6,2,11.85,0,12787.68,0,7.187468181784241,0.11468030665079074,151.57869531568267,1321.75,151.57869531568267
2408,txn_002420,cust_00357,1271.55,upi,failed,bank_decline,32,27,5,0.8438,3,5.42,0,16285.56,0,7.148778040383584,0.1189636481420496,151.26822679502317,1271.55,151.26822679502317
2409,txn_008044,cust_01163,825.38,card,failed,authentication_failed,35,26,9,0.7429,2,6.01,0,73759.13,0,6.717054716157295,0.18281710906803442,150.89358548257425,825.38,150.89358548257425
2410,txn_005959,cust_01603,858.34,netbanking,failed,bank_decline,25,23,2,0.92,3,2.92,0,53865.89,0,6.756164652752831,0.17566928984852542,150.7839782485833,858.34,150.7839782485833
2411,txn_008962,cust_00005,1571.82,wallet,failed,insufficient_funds,28,27,1,0.9643,3,12.52,0,5735.62,0,7.3606254654870265,0.09584849297270709,150.65657822436046,1571.82,150.65657822436046
2412,txn_004426,cust_02133,1243.79,netbanking,failed,authentication_failed,15,12,3,0.8,2,8.18,0,133824.19,0,7.126722119972836,0.12111928957573456,150.6469611814029,1243.79,150.6469611814029
2413,txn_003256,cust_00281,553.92,wallet,failed,authentication_failed,22,18,4,0.8182,2,4.36,0,114423.23,0,6.318823959212525,0.2719412778453424,150.63371262409206,553.92,150.63371262409206
2414,txn_000756,cust_01365,1528.11,card,failed,bank_decline,16,12,4,0.75,1,12.83,0,45358.63,1,7.332441145787372,0.09856889130007768,150.6241084845617,1528.11,150.6241084845617
2415,txn_006910,cust_01270,659.79,netbanking,failed,authentication_failed,36,33,3,0.9167,2,8.09,0,5010.5,0,6.4934360889203475,0.22824242750127094,150.59207124106354,659.79,150.59207124106354
2416,txn_006573,cust_02217,276.88,wallet,failed,technical_error,1,1,0,1.0,1,8.98,0,87120.08,1,5.62718936582468,0.5434588121277425,150.47287590192934,276.88,150.47287590192934
2417,txn_006367,cust_01123,817.24,netbanking,failed,authentication_failed,27,23,4,0.8519,1,11.59,0,84035.73,0,6.7071556921028215,0.1841203376322769,150.47050472660197,817.24,150.47050472660197
2418,txn_008444,cust_02464,237.09,upi,abandoned,none,29,25,4,0.8621,0,6.14,1,110245.14,0,5.472648753450811,0.6336382569614779,150.2292943429968,237.09,150.2292943429968
2419,txn_000275,cust_02222,1469.06,card,failed,insufficient_funds,38,24,14,0.6316,2,10.33,0,38791.28,1,7.293058495266349,0.1022173053471994,150.16335459335676,1469.06,150.16335459335676
2420,txn_000601,cust_01623,328.29,upi,failed,technical_error,5,5,0,1.0,3,2.47,0,56665.03,1,5.796938821475121,0.45583048237048485,149.64458905740648,328.29,149.64458905740648
2421,txn_009702,cust_01784,3244.47,netbanking,failed,insufficient_funds,20,16,4,0.8,3,11.53,0,102977.56,0,8.085015456862784,0.04602719641080983,149.33385793898017,3244.47,149.33385793898017
2422,txn_004902,cust_01666,218.03,upi,failed,network_error,2,2,0,1.0,2,2.12,0,65267.18,1,5.389208706736104,0.6839355100132732,149.11845924819397,218.03,149.11845924819397
2423,txn_002884,cust_01443,303.85,card,failed,bank_decline,6,5,1,0.8333,1,2.2,0,37976.89,0,5.719819852353825,0.4903425324950466,148.99057849861993,303.85,148.99057849861993
2424,txn_000556,cust_01853,572.42,netbanking,failed,authentication_failed,9,8,1,0.8889,1,10.69,0,32467.34,0,6.351618432506143,0.2597519560836755,148.68721470141753,572.42,148.68721470141753
2425,txn_006491,cust_02078,1814.28,wallet,failed,bank_decline,19,16,3,0.8421,3,6.25,0,115025.86,0,7.503995004773015,0.08190084262520954,148.59106075806517,1814.28,148.59106075806517
2426,txn_002051,cust_01906,315.87,wallet,failed,authentication_failed,11,8,3,0.7273,0,8.42,0,16453.25,0,5.7584915951282545,0.46979317425730094,148.39356995265365,315.87,148.39356995265365
2427,txn_007850,cust_00462,452.23,upi,failed,insufficient_funds,38,24,14,0.6316,1,7.03,0,50467.21,0,6.116399722902979,0.32750677034179654,148.10838675167065,452.23,148.10838675167065
2428,txn_006605,cust_01754,1663.3,netbanking,failed,bank_decline,4,4,0,1.0,3,7.0,0,137786.63,0,7.417159893592681,0.08888122378966146,147.8361395293439,1663.3,147.8361395293439
2429,txn_000946,cust_01649,414.6,upi,failed,bank_decline,4,3,1,0.75,0,8.49,0,58504.63,0,6.029723259225072,0.35626051780153456,147.70561068051623,414.6,147.70561068051623
2430,txn_005732,cust_02374,222.97,netbanking,abandoned,none,40,31,9,0.775,0,5.19,1,24135.88,0,5.411512114314379,0.6617829965023208,147.55775473012247,222.97,147.55775473012247
2431,txn_003011,cust_00303,1314.61,wallet,failed,authentication_failed,20,16,4,0.8,2,9.74,0,127693.69,0,7.182055715380571,0.11217388235120382,147.46490747771605,1314.61,147.46490747771605
2432,txn_007755,cust_02434,209.07,netbanking,abandoned,none,16,11,5,0.6875,0,1.84,1,58334.89,1,5.347440808507589,0.7052586702058035,147.44843017992733,209.07,147.44843017992733
2433,txn_002630,cust_01623,189.57,wallet,failed,technical_error,5,5,0,1.0,1,2.82,0,56665.03,1,5.250019581140284,0.7773404712332064,147.36043313167892,189.57,147.36043313167892
2434,txn_002903,cust_01596,212.29,card,failed,authentication_failed,18,17,1,0.9444,1,1.03,0,9730.09,0,5.362652742052931,0.6940868817798316,147.34770413304045,212.29,147.34770413304045
2435,txn_004914,cust_01271,1530.93,upi,failed,bank_decline,30,29,1,0.9667,2,10.64,0,141503.26,0,7.334283657350625,0.09622161762999552,147.30856107828905,1530.93,147.30856107828905
2436,txn_009846,cust_00673,3504.84,wallet,failed,bank_decline,15,12,3,0.8,3,10.44,0,50627.22,0,8.162185428387343,0.0420152841261238,147.25684841660373,3504.84,147.25684841660373
2437,txn_003534,cust_01755,1366.0,netbanking,failed,technical_error,13,9,4,0.6923,3,8.06,0,41822.65,0,7.220373836723949,0.10758529325440046,146.96151058551104,1366.0,146.96151058551104
2438,txn_009295,cust_00202,320.9,upi,failed,bank_decline,37,30,7,0.8108,1,3.36,0,29321.74,0,5.774240938304763,0.45609557987012384,146.36107158032272,320.9,146.36107158032272
2439,txn_007634,cust_01353,429.36,netbanking,failed,insufficient_funds,6,4,2,0.6667,1,5.68,0,85244.27,0,6.0646220677257086,0.34020018338187186,146.0683507368405,429.36,146.0683507368405
2440,txn_009814,cust_01556,447.75,upi,failed,technical_error,26,21,5,0.8077,3,2.27,0,77505.49,1,6.106465939802488,0.3257072584549011,145.83542497318197,447.75,145.83542497318197
2441,txn_004638,cust_02312,3009.8,netbanking,failed,bank_decline,8,6,2,0.75,3,6.96,0,105038.44,0,8.009961103160377,0.048423023405759186,145.743615846654,3009.8,145.743615846654
2442,txn_007331,cust_01212,268.58,wallet,failed,network_error,6,5,1,0.8333,2,3.36,0,75618.13,1,5.596865192310124,0.5421481386143666,145.61014706904658,268.58,145.61014706904658
2443,txn_009070,cust_01044,1555.51,netbanking,failed,insufficient_funds,26,15,11,0.5769,1,13.02,0,103224.97,0,7.35020141453176,0.09358900098671494,145.57862692484494,1555.51,145.57862692484494
2444,txn_003491,cust_00031,707.45,netbanking,failed,authentication_failed,18,14,4,0.7778,3,0.68,0,105571.23,0,6.563079485010236,0.20547823206255153,145.36557527265208,707.45,145.36557527265208
2445,txn_007544,cust_01787,672.05,card,failed,technical_error,18,16,2,0.8889,3,6.84,0,39910.89,0,6.511819621090102,0.21629314217674106,145.35980619987882,672.05,145.35980619987882
2446,txn_002757,cust_00886,704.86,netbanking,failed,insufficient_funds,6,4,2,0.6667,1,9.69,0,75883.4,0,6.559416917545855,0.20554609525946127,144.88122070458388,704.86,144.88122070458388
2447,txn_002248,cust_01104,188.19,card,abandoned,none,19,16,3,0.8421,0,2.65,1,35890.07,1,5.242751801098328,0.7694943519203283,144.8111420878866,188.19,144.8111420878866
2448,txn_006327,cust_01090,1098.57,upi,failed,authentication_failed,30,26,4,0.8667,3,5.53,0,101351.48,0,7.002674473270677,0.131555331175271,144.52274016921746,1098.57,144.52274016921746
2449,txn_001410,cust_00069,412.95,netbanking,failed,network_error,33,31,2,0.9394,1,12.69,0,91736.56,0,6.0257451935848145,0.34986242744489454,144.4756894133692,412.95,144.4756894133692
2450,txn_005845,cust_01387,1048.69,upi,failed,network_error,26,11,15,0.4231,2,8.23,0,73929.35,1,6.956250161464984,0.13769456429215826,144.39891262754347,1048.69,144.39891262754347
2451,txn_002097,cust_00605,190.23,upi,abandoned,none,30,21,9,0.7,0,0.97,1,60410.8,0,5.253476892074882,0.7588256400343018,144.3514015037252,190.23,144.3514015037252
2452,txn_005444,cust_00682,491.1,wallet,failed,insufficient_funds,32,23,9,0.7188,2,4.85,0,70129.01,0,6.198681947871933,0.29346310237349205,144.11972957562196,491.1,144.11972957562196
2453,txn_000441,cust_00534,1089.48,wallet,failed,technical_error,24,14,10,0.5833,1,13.93,0,101251.43,0,6.9943732452625875,0.1321467830924529,143.9712772435656,1089.48,143.9712772435656
2454,txn_005090,cust_01092,202.3,wallet,abandoned,none,25,20,5,0.8,0,3.33,1,123680.71,1,5.314682720634301,0.7088841394787667,143.40726141655452,202.3,143.40726141655452
2455,txn_005481,cust_00853,559.8,upi,failed,authentication_failed,9,8,1,0.8889,2,5.36,0,128071.12,0,6.32936433572038,0.25545727437777105,143.00498219667622,559.8,143.00498219667622
2456,txn_001636,cust_01970,1620.89,wallet,failed,bank_decline,31,28,3,0.9032,3,6.38,0,138731.26,0,7.3913474148664,0.08808973409728288,142.78376910094485,1620.89,142.78376910094485
2457,txn_006740,cust_02062,241.73,card,abandoned,none,5,3,2,0.6,0,2.69,1,112286.73,1,5.491949714487858,0.5884829831195237,142.25399150948246,241.73,142.25399150948246
2458,txn_006806,cust_01382,1301.76,wallet,failed,bank_decline,27,20,7,0.7407,3,2.77,0,137896.54,0,7.172240369829716,0.1090342303044286,141.93639964109298,1301.76,141.93639964109298
2459,txn_002947,cust_02432,636.48,wallet,failed,bank_decline,17,15,2,0.8824,2,4.96,0,122770.36,1,6.457522903991433,0.22200805084739775,141.30368420335174,636.48,141.30368420335174
2460,txn_003310,cust_00911,196.64,netbanking,abandoned,none,16,9,7,0.5625,0,0.22,1,21990.77,1,5.2864471939775495,0.7183237122949789,141.25117478568464,196.64,141.25117478568464
2461,txn_004840,cust_02036,685.24,card,failed,insufficient_funds,6,6,0,1.0,2,11.24,0,53061.04,0,6.5312274207685705,0.20611368949733164,141.23734459115153,685.24,141.23734459115153
2462,txn_001852,cust_01398,3094.73,netbanking,failed,bank_decline,23,12,11,0.5217,2,7.96,0,127665.83,0,8.03777902160434,0.04563694813936481,141.23403251533645,3094.73,141.23403251533645
2463,txn_001256,cust_01378,468.0,netbanking,failed,technical_error,19,14,5,0.7368,1,10.63,0,44110.65,1,6.150602768446279,0.30117626003378034,140.9504896958092,468.0,140.9504896958092
2464,txn_007290,cust_02028,223.6,card,abandoned,none,40,35,5,0.875,0,5.82,1,126627.86,0,5.414321042304342,0.6293600361434205,140.72490408166883,223.6,140.72490408166883
2465,txn_004140,cust_00125,1792.24,wallet,failed,bank_decline,4,3,1,0.75,3,5.56,0,87297.86,0,7.491779318523688,0.07850889171849441,140.70677609355442,1792.24,140.70677609355442
2466,txn_001699,cust_00551,326.93,netbanking,failed,bank_decline,10,8,2,0.8,1,1.44,0,132926.65,0,5.7928001709738535,0.42941305945206487,140.38801152666358,326.93,140.38801152666358
2467,txn_006595,cust_00426,415.99,upi,failed,bank_decline,4,4,0,1.0,2,4.9,0,31330.18,1,6.03306224069591,0.3371335299910031,140.2441771409574,415.99,140.2441771409574
2468,txn_006522,cust_01980,540.89,wallet,failed,insufficient_funds,29,27,2,0.931,1,12.39,0,120914.73,0,6.295063028812576,0.2589833012846886,140.08147783187522,540.89,140.08147783187522
2469,txn_006625,cust_02267,212.0,upi,failed,insufficient_funds,17,16,1,0.9412,0,8.17,0,27080.18,0,5.3612921657094255,0.659447058468669,139.80277639535782,212.0,139.80277639535782
2470,txn_004028,cust_00327,669.18,upi,failed,authentication_failed,22,20,2,0.9091,2,8.64,0,42669.11,1,6.507546333019676,0.20869449334957443,139.65418105966822,669.18,139.65418105966822
2471,txn_002893,cust_02268,360.25,card,failed,technical_error,33,26,7,0.7879,1,9.91,0,16863.28,0,5.889570239426642,0.3869053900758245,139.38266677481576,360.25,139.38266677481576
2472,txn_009695,cust_01419,635.15,card,failed,bank_decline,1,1,0,1.0,1,12.15,0,32799.76,1,6.45543438458871,0.21899022308331045,139.09164019136463,635.15,139.09164019136463
2473,txn_000823,cust_00894,1155.14,card,failed,insufficient_funds,14,11,3,0.7857,2,10.19,0,115276.89,0,7.0528421491658655,0.12026475357030915,138.92262743920693,1155.14,138.92262743920693
